StudioTestName,ParticipantName,RecordingName,RecordingDuration,RecordingResolution,MediaName,MediaPosX (ADCSpx),MediaPosY (ADCSpx),MediaWidth,MediaHeight,RecordingTimestamp,LocalTimeStamp,EyeTrackerTimestamp,StudioEventIndex,StudioEvent,StudioEventData,ExternalEventIndex,ExternalEvent,ExternalEventValue,EventMarkerValue,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),SaccadicAmplitude,AbsoluteSaccadicDirection,RelativeSaccadicDirection,GazePointIndex,GazePointLeftX (ADCSpx),GazePointLeftY (ADCSpx),GazePointRightX (ADCSpx),GazePointRightY (ADCSpx),GazePointX (ADCSpx),GazePointY (ADCSpx),GazePointX (MCSpx),GazePointY (MCSpx),GazePointLeftX (ADCSmm),GazePointLeftY (ADCSmm),GazePointRightX (ADCSmm),GazePointRightY (ADCSmm),StrictAverageGazePointX (ADCSmm),StrictAverageGazePointY (ADCSmm),EyePosLeftX (ADCSmm),EyePosLeftY (ADCSmm),EyePosLeftZ (ADCSmm),EyePosRightX (ADCSmm),EyePosRightY (ADCSmm),EyePosRightZ (ADCSmm),CamLeftX,CamLeftY,CamRightX,CamRightY,DistanceLeft,DistanceRight,PupilLeft,PupilRight,ValidityLeft,ValidityRight,IRMarkerCount,IRMarkerID,PupilGlassesRight
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,120,19:09:43.207,1538827864988012,,,,,,,0,1,,Fixation,248,,,,,,11,1031,959,949,989,990,974,,,275.87,32.60,253.90,24.51,264.89,28.55,214.45,119.16,491.20,270.23,115.72,495.34,,,,,504.33,504.33,4.19,4.11,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,124,19:09:43.211,1538827864991995,,,,,,,0,1,,Fixation,248,,,,,,12,1029,957,960,980,994,968,,,275.26,32.96,256.86,26.73,266.06,29.85,214.49,119.13,491.21,270.29,115.67,495.30,,,,,504.32,504.32,4.18,4.11,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,128,19:09:43.215,1538827864996024,,,,,,,0,1,,Fixation,248,,,,,,13,1029,959,954,980,991,969,,,275.40,32.39,255.32,26.85,265.36,29.62,214.54,119.10,491.21,270.34,115.64,495.31,,,,,504.32,504.32,4.18,4.10,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,132,19:09:43.219,1538827865000003,,,,,,,0,1,,Fixation,248,,,,,,14,1030,958,952,986,991,972,,,275.53,32.77,254.88,25.18,265.21,28.97,214.60,119.06,491.21,270.40,115.59,495.26,,,,,504.30,504.30,4.17,4.09,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,136,19:09:43.223,1538827865004001,,,,,,,0,1,,Fixation,248,,,,,,15,1028,961,954,982,991,971,,,275.13,31.83,255.35,26.41,265.24,29.12,214.65,119.03,491.21,270.46,115.55,495.25,,,,,504.28,504.28,4.16,4.09,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,140,19:09:43.227,1538827865008000,,,,,,,0,1,,Fixation,248,,,,,,16,1028,957,953,981,990,969,,,274.99,33.03,255.08,26.59,265.04,29.81,214.70,119.00,491.21,270.51,115.51,495.23,,,,,504.27,504.27,4.13,4.10,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,144,19:09:43.231,1538827865011997,,,,,,,0,1,,Fixation,248,,,,,,17,1028,955,952,984,990,969,,,275.08,33.49,254.66,25.83,264.87,29.66,214.75,118.98,491.23,270.56,115.47,495.22,,,,,504.28,504.28,4.11,4.09,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,148,19:09:43.235,1538827865015994,,,,,,,0,1,,Fixation,248,,,,,,18,1030,956,956,981,993,968,,,275.52,33.26,255.72,26.45,265.62,29.85,214.80,118.95,491.21,270.61,115.44,495.20,,,,,504.25,504.25,4.13,4.08,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,152,19:09:43.239,1538827865019989,,,,,,,0,1,,Fixation,248,,,,,,19,1032,956,949,985,990,970,,,276.05,33.26,254.05,25.57,265.05,29.42,214.84,118.93,491.23,270.66,115.40,495.19,,,,,504.26,504.26,4.15,4.07,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,156,19:09:43.243,1538827865024006,,,,,,,0,1,,Fixation,248,,,,,,20,1033,956,956,983,994,969,,,276.56,33.19,255.87,26.03,266.22,29.61,214.89,118.89,491.21,270.71,115.36,495.16,,,,,504.22,504.22,4.14,4.05,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,160,19:09:43.247,1538827865028004,,,,,,,0,1,,Fixation,248,,,,,,21,1031,958,955,984,993,971,,,276.01,32.80,255.51,25.68,265.76,29.24,214.93,118.86,491.23,270.76,115.33,495.17,,,,,504.23,504.23,4.12,4.06,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,164,19:09:43.251,1538827865031980,,,,,,,0,1,,Fixation,248,,,,,,22,1034,958,958,982,996,970,,,276.70,32.79,256.31,26.21,266.51,29.50,214.98,118.82,491.21,270.81,115.28,495.12,,,,,504.19,504.19,4.12,4.04,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,168,19:09:43.255,1538827865035980,,,,,,,0,1,,Fixation,248,,,,,,23,1031,958,952,990,991,974,,,275.82,32.78,254.82,24.27,265.32,28.53,215.02,118.79,491.24,270.85,115.24,495.11,,,,,504.21,504.21,4.12,4.02,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,172,19:09:43.259,1538827865039979,,,,,,,0,1,,Fixation,248,,,,,,24,1031,958,954,992,992,975,,,275.97,32.84,255.36,23.73,265.67,28.29,215.06,118.75,491.22,270.89,115.19,495.06,,,,,504.17,504.17,4.11,4.01,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,176,19:09:43.263,1538827865043988,,,,,,,0,1,,Fixation,248,,,,,,25,1029,957,957,991,993,974,,,275.48,33.11,256.13,23.99,265.80,28.55,215.09,118.71,491.24,270.93,115.14,495.05,,,,,504.18,504.18,4.09,4.00,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,180,19:09:43.267,1538827865047971,,,,,,,0,1,,Fixation,248,,,,,,26,1033,956,956,987,994,971,,,276.32,33.21,255.92,25.05,266.12,29.13,215.13,118.67,491.22,270.97,115.10,495.04,,,,,504.14,504.14,4.10,4.00,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,184,19:09:43.271,1538827865051994,,,,,,,0,1,,Fixation,248,,,,,,27,1034,959,954,992,994,975,,,276.68,32.57,255.42,23.68,266.05,28.13,215.17,118.61,491.19,271.01,115.05,495.00,,,,,504.09,504.09,4.09,4.01,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,188,19:09:43.275,1538827865055970,,,,,,,0,1,,Fixation,248,,,,,,28,1030,959,959,987,994,973,,,275.62,32.43,256.74,25.01,266.18,28.72,215.21,118.58,491.21,271.05,115.00,494.99,,,,,504.10,504.10,4.09,3.99,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,192,19:09:43.279,1538827865059973,,,,,,,0,1,,Fixation,248,,,,,,29,1031,957,959,986,995,971,,,276.02,32.94,256.74,25.23,266.38,29.09,215.24,118.54,491.23,271.08,114.94,494.96,,,,,504.10,504.10,4.08,3.98,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,196,19:09:43.283,1538827865063984,,,,,,,0,1,,Fixation,248,,,,,,30,1031,957,958,987,994,972,,,275.79,32.93,256.37,24.90,266.08,28.92,215.28,118.48,491.20,271.12,114.90,494.98,,,,,504.06,504.06,4.07,3.99,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,200,19:09:43.287,1538827865067959,,,,,,,0,1,,Fixation,248,,,,,,31,1028,957,959,987,993,972,,,275.19,33.02,256.65,25.08,265.92,29.05,215.31,118.43,491.22,271.16,114.83,494.91,,,,,504.06,504.06,4.08,3.99,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,204,19:09:43.291,1538827865071980,,,,,,,0,1,,Fixation,248,,,,,,32,1028,959,954,986,991,972,,,275.18,32.40,255.40,25.36,265.29,28.88,215.34,118.38,491.23,271.20,114.79,494.93,,,,,504.05,504.05,4.06,3.98,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,208,19:09:43.295,1538827865075978,,,,,,,0,1,,Fixation,248,,,,,,33,1033,955,956,986,994,970,,,276.35,33.44,255.91,25.36,266.13,29.40,215.37,118.33,491.21,271.23,114.73,494.90,,,,,504.02,504.02,4.07,4.00,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,212,19:09:43.299,1538827865079972,,,,,,,0,1,,Fixation,248,,,,,,34,1033,958,954,987,993,972,,,276.38,32.66,255.35,25.04,265.86,28.85,215.40,118.28,491.24,271.26,114.66,494.85,,,,,504.02,504.02,4.07,3.98,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,216,19:09:43.303,1538827865084069,,,,,,,0,1,,Fixation,248,,,,,,35,1027,956,962,985,994,970,,,274.92,33.38,257.51,25.52,266.22,29.45,215.43,118.23,491.24,271.29,114.60,494.81,,,,,504.01,504.01,4.06,3.94,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,220,19:09:43.307,1538827865088061,,,,,,,0,1,,Fixation,248,,,,,,36,1032,959,957,984,994,971,,,276.27,32.43,256.12,25.86,266.19,29.14,215.45,118.18,491.24,271.31,114.54,494.78,,,,,503.99,503.99,4.07,3.97,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,224,19:09:43.311,1538827865092047,,,,,,,0,1,,Fixation,248,,,,,,37,1034,961,958,980,996,970,,,276.70,31.86,256.32,26.74,266.51,29.30,215.47,118.14,491.26,271.34,114.50,494.80,,,,,504.00,504.00,4.07,3.98,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,228,19:09:43.315,1538827865096056,,,,,,,0,1,,Fixation,248,,,,,,38,1027,958,955,983,991,970,,,274.83,32.80,255.49,25.98,265.16,29.39,215.50,118.08,491.25,271.37,114.44,494.75,,,,,503.96,503.96,4.04,3.97,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,232,19:09:43.319,1538827865100055,,,,,,,0,1,,Fixation,248,,,,,,39,1028,956,960,983,994,969,,,275.15,33.22,256.87,26.07,266.01,29.64,215.52,118.04,491.26,271.39,114.38,494.72,,,,,503.96,503.96,4.07,3.98,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,236,19:09:43.323,1538827865104038,,,,,,,0,1,,Fixation,248,,,,,,40,1025,956,960,982,992,969,,,274.29,33.35,256.90,26.44,265.60,29.89,215.54,118.00,491.29,271.41,114.33,494.71,,,,,503.98,503.98,4.06,3.97,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,240,19:09:43.327,1538827865108050,,,,,,,0,1,,Fixation,248,,,,,,41,1029,955,956,981,992,968,,,275.23,33.60,255.74,26.63,265.49,30.11,215.56,117.94,491.25,271.43,114.28,494.68,,,,,503.92,503.92,4.07,3.97,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,244,19:09:43.331,1538827865112048,,,,,,,0,1,,Fixation,248,,,,,,42,1032,955,959,979,995,967,,,276.08,33.69,256.63,27.12,266.36,30.41,215.57,117.90,491.26,271.45,114.22,494.64,,,,,503.91,503.91,4.07,3.97,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,248,19:09:43.335,1538827865116045,,,,,,,0,1,,Fixation,248,,,,,,43,1031,953,958,980,994,966,,,275.93,34.02,256.49,26.73,266.21,30.38,215.59,117.86,491.28,271.47,114.18,494.63,,,,,503.92,503.92,4.07,3.97,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,252,19:09:43.339,1538827865120046,,,,,,,0,1,,Fixation,248,,,,,,44,1028,958,956,987,992,972,,,275.17,32.72,255.92,24.92,265.55,28.82,215.60,117.82,491.29,271.48,114.14,494.62,,,,,503.91,503.91,4.08,3.95,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,256,19:09:43.343,1538827865124035,,,,,,,0,1,,Fixation,248,,,,,,45,1035,960,957,981,996,970,,,276.89,32.33,256.02,26.62,266.46,29.47,215.61,117.78,491.28,271.49,114.07,494.50,,,,,503.89,503.89,4.07,3.98,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,260,19:09:43.347,1538827865128037,,,,,,,0,1,,Fixation,248,,,,,,46,1032,958,959,981,995,969,,,276.06,32.81,256.76,26.48,266.41,29.65,215.61,117.75,491.29,271.50,114.02,494.46,,,,,503.89,503.89,4.07,3.97,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,264,19:09:43.351,1538827865132027,,,,,,,0,1,,Fixation,248,,,,,,47,1030,957,957,979,993,968,,,275.57,32.94,256.19,27.23,265.88,30.08,215.62,117.72,491.29,271.51,113.97,494.41,,,,,503.88,503.88,4.05,3.95,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,268,19:09:43.355,1538827865136034,,,,,,,0,1,,Fixation,248,,,,,,48,1030,960,957,980,993,970,,,275.58,32.30,256.16,26.95,265.87,29.63,215.62,117.68,491.28,271.51,113.93,494.40,,,,,503.86,503.86,4.07,3.95,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,272,19:09:43.359,1538827865140031,,,,,,,0,1,,Fixation,248,,,,,,49,1030,955,954,982,992,968,,,275.64,33.62,255.39,26.22,265.51,29.92,215.61,117.65,491.28,271.51,113.88,494.32,,,,,503.85,503.85,4.05,3.95,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,276,19:09:43.363,1538827865144028,,,,,,,0,1,,Fixation,248,,,,,,50,1037,962,959,978,998,970,,,277.41,31.78,256.55,27.25,266.98,29.51,215.61,117.64,491.30,271.51,113.84,494.27,,,,,503.87,503.87,4.06,3.92,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,280,19:09:43.367,1538827865148026,,,,,,,0,1,,Fixation,248,,,,,,51,1034,957,954,986,994,971,,,276.77,33.09,255.41,25.32,266.09,29.21,215.60,117.61,491.31,271.51,113.80,494.22,,,,,503.88,503.88,4.06,3.93,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,284,19:09:43.371,1538827865152022,,,,,,,0,1,,Fixation,248,,,,,,52,1028,957,953,985,990,971,,,275.21,32.93,255.03,25.64,265.12,29.28,215.60,117.59,491.32,271.51,113.75,494.14,,,,,503.88,503.88,4.06,3.91,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,288,19:09:43.375,1538827865156021,,,,,,,0,1,,Fixation,248,,,,,,53,1030,954,953,987,991,970,,,275.65,33.77,255.07,25.03,265.36,29.40,215.59,117.57,491.33,271.50,113.70,494.07,,,,,503.88,503.88,4.06,3.91,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,292,19:09:43.379,1538827865160019,,,,,,,0,1,,Fixation,248,,,,,,54,1030,955,959,984,994,969,,,275.59,33.66,256.61,25.73,266.10,29.70,215.58,117.53,491.29,271.49,113.66,494.01,,,,,503.84,503.84,4.04,3.93,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,296,19:09:43.383,1538827865164013,,,,,,,0,1,,Fixation,248,,,,,,55,1032,954,950,986,991,970,,,276.08,33.77,254.31,25.15,265.20,29.46,215.56,117.52,491.31,271.48,113.62,493.94,,,,,503.85,503.85,4.04,3.92,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,300,19:09:43.387,1538827865168011,,,,,,,0,1,,Fixation,248,,,,,,56,1028,953,955,982,991,967,,,275.10,33.97,255.68,26.22,265.39,30.10,215.54,117.50,491.32,271.46,113.60,493.97,,,,,503.85,503.85,4.03,3.92,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,304,19:09:43.391,1538827865172013,,,,,,,0,1,,Fixation,248,,,,,,57,1030,960,950,989,990,974,,,275.72,32.23,254.17,24.34,264.94,28.29,215.53,117.47,491.31,271.44,113.57,493.95,,,,,503.84,503.84,4.04,3.92,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,308,19:09:43.395,1538827865176010,,,,,,,0,1,,Fixation,248,,,,,,58,1024,954,954,984,989,969,,,274.07,33.73,255.27,25.71,264.67,29.72,215.51,117.46,491.31,271.43,113.56,493.96,,,,,503.83,503.83,4.02,3.93,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,312,19:09:43.399,1538827865180010,,,,,,,0,1,,Fixation,248,,,,,,59,1027,947,962,975,994,961,,,274.77,35.74,257.32,28.32,266.04,32.03,215.49,117.48,491.30,271.40,113.58,493.92,,,,,503.83,503.83,4.03,3.94,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,316,19:09:43.403,1538827865184001,,,,,,,0,1,,Fixation,248,,,,,,60,1022,919,968,948,995,933,,,273.58,43.15,258.96,35.46,266.27,39.30,215.46,117.54,491.29,271.36,113.62,493.86,,,,,503.84,503.84,4.06,3.95,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,320,19:09:43.407,1538827865188003,,,,,,,0,1,,Fixation,248,,,,,,61,1005,887,969,913,987,900,,,269.04,51.90,259.40,44.89,264.22,48.39,215.43,117.64,491.40,271.31,113.68,493.84,,,,,503.98,503.98,4.04,3.95,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,324,19:09:43.411,1538827865192000,,,,,,,0,1,,Fixation,248,,,,,,62,1006,838,965,872,985,855,,,269.17,65.01,258.14,55.74,263.65,60.38,215.43,117.72,491.41,271.27,113.74,493.77,,,,,504.01,504.01,4.03,3.95,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,328,19:09:43.415,1538827865195986,,,,,,,0,1,,Fixation,248,,,,,,63,995,798,970,826,982,812,,,266.29,75.62,259.45,68.28,262.87,71.95,215.41,117.80,491.48,271.21,113.77,493.67,,,,,504.10,504.10,3.99,3.95,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,332,19:09:43.419,1538827865199993,,,,,,,0,1,,Fixation,248,,,,,,64,986,750,970,789,978,769,,,263.92,88.57,259.71,78.03,261.82,83.30,215.40,117.85,491.45,271.17,113.80,493.61,,,,,504.10,504.10,3.96,3.94,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,336,19:09:43.423,1538827865203989,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,65,989,713,974,753,981,733,,,264.53,98.41,260.56,87.84,262.54,93.13,215.40,117.94,491.53,271.12,113.83,493.55,,,,,504.20,504.20,4.04,4.02,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,340,19:09:43.427,1538827865207989,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,66,995,679,978,709,986,694,,,266.24,107.62,261.73,99.63,263.99,103.63,215.38,117.97,491.51,271.08,113.88,493.53,,,,,504.19,504.19,4.10,3.97,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,344,19:09:43.431,1538827865211972,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,67,994,642,980,692,987,667,,,266.02,117.71,262.19,104.24,264.11,110.97,215.38,118.01,491.52,271.05,113.87,493.42,,,,,504.21,504.21,4.09,4.02,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,348,19:09:43.435,1538827865215968,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,68,998,607,982,660,990,633,,,267.05,127.09,262.81,112.81,264.93,119.95,215.38,118.05,491.60,271.03,113.88,493.40,,,,,504.30,504.30,4.07,4.07,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,352,19:09:43.439,1538827865219980,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,69,1000,576,984,626,992,601,,,267.61,135.34,263.35,121.92,265.48,128.63,215.38,118.04,491.52,271.02,113.91,493.42,,,,,504.22,504.22,4.04,4.05,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,356,19:09:43.443,1538827865223978,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,70,1008,565,985,612,996,588,,,269.66,138.13,263.61,125.63,266.63,131.88,215.36,118.05,491.62,271.00,113.88,493.36,,,,,504.32,504.32,4.07,4.03,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,360,19:09:43.447,1538827865227977,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,71,1011,545,980,614,995,579,,,270.66,143.70,262.27,125.04,266.46,134.37,215.34,118.01,491.58,270.97,113.82,493.30,,,,,504.27,504.27,4.03,4.03,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,364,19:09:43.451,1538827865231972,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,72,1018,544,978,599,998,571,,,272.31,143.87,261.65,129.10,266.98,136.48,215.30,117.98,491.56,270.95,113.76,493.25,,,,,504.24,504.24,3.99,3.94,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,368,19:09:43.455,1538827865235969,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,73,1014,554,977,588,995,571,,,271.47,141.20,261.51,132.02,266.49,136.61,215.26,117.92,491.48,270.93,113.70,493.20,,,,,504.16,504.16,4.00,3.88,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,372,19:09:43.459,1538827865239972,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,74,1013,536,975,593,994,564,,,271.15,146.03,260.93,130.71,266.04,138.37,215.22,117.88,491.47,270.90,113.64,493.12,,,,,504.13,504.13,3.97,3.90,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,376,19:09:43.463,1538827865243968,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,75,1016,548,979,586,997,567,,,271.98,142.72,261.92,132.54,266.95,137.63,215.18,117.84,491.45,270.86,113.57,492.99,,,,,504.11,504.11,4.01,3.88,0,0,,,
Btest_new3,P24,Rec 241,22704,1920 x 1080,,,,,,380,19:09:43.467,1538827865247962,,,,,,,0,2,,Fixation,1032,,,13.25,91.33,,76,1018,547,978,594,998,570,,,272.38,143.09,261.71,130.44,267.05,136.77,215.14,117.84,491.50,270.84,113.53,492.97,,,,,504.16,504.16,3.95,3.86,0,0,,,
